subj	trialNr	pos1	pos2	pos3	pos4	time1	time2	time3	timeText	reaTime	rX	rY	task
40	106	-0.00999999955296516	0.0399999956041574	0.0900000056624412	0.139999995231628	0.3	0.3	0.3	1046.5065586	1050.8381399	-0.528358697891235	0.262251883745193	viz.VizText(50)
40	107	-0.129999997317791	0.0199999993294477	0.170000022053719	0.319999983310699	1.5	1.5	1.5	1060.401156	1062.9105201	-0.871769905090332	-0.449891269207001	viz.VizText(50)
40	108	-0.0800000077486038	0.0199999993294477	0.119999995231628	0.220000019073486	0.3	0.3	0.3	1068.8777778	1070.210339	0	0.00999999977648258	viz.VizText(50)
40	109	-0.119999995231628	0.0299999995529652	0.180000016689301	0.329999992847443	0.9	0.9	0.9	1117.3591385	1117.8359116	-0.879243314266205	-0.218667417764664	viz.VizText(50)
40	110	-0.129999997317791	0.0199999993294477	0.170000022053719	0.319999983310699	0.3	0.3	0.3	1123.8068889	1124.1843927	-0.850394606590271	-0.167998746037483	viz.VizText(50)
40	111	-0.0199999997764826	0.02999999538064	0.0800000035762787	0.130000000596046	0.3	0.3	0.3	1130.1410732	1130.5406848	-0.8275226354599	-0.214473471045494	viz.VizText(50)
40	112	-0.0299999995529652	0.0199999956041574	0.0700000056624413	0.119999995231628	0.9	0.9	0.9	1138.3011328	1139.1912761	-0.822125792503357	-0.222323477268219	viz.VizText(49)
40	113	-0.0199999993294477	0.0299999958276749	0.0800000077486038	0.129999997317791	0.3	0.3	0.3	1145.1674363	1145.55724	-0.827090084552765	-0.228983759880066	viz.VizText(50)
40	114	-0.00999999955296516	0.0399999956041574	0.0900000056624412	0.139999995231628	0.9	0.9	0.9	1153.3327631	1153.9272443	0.860131859779358	-0.0733515173196793	viz.VizText(50)
40	115	-0.119999995231628	0.0299999995529652	0.180000016689301	0.329999992847443	1.5	1.5	1.5	1163.4813239	1164.1048991	0.977201819419861	-0.0871722400188446	viz.VizText(49)
40	116	-0.0700000056624413	0.0299999995529652	0.129999997317791	0.230000013709068	0.3	0.3	0.3	1170.0566117	1170.976091	-0.875351667404175	-0.379311114549637	viz.VizText(49)
40	117	-0.129999997317791	0.0199999993294477	0.170000022053719	0.319999983310699	0.3	0.3	0.3	1176.9399382	1177.3975055	0.832870066165924	0.0966888442635536	viz.VizText(50)
40	118	-0.119999995231628	0.0299999995529652	0.180000016689301	0.329999992847443	1.5	1.5	1.5	1186.9516966	1187.4839611	0	0.00999999977648258	viz.VizText(49)
40	119	-0.0800000077486038	0.0199999993294477	0.119999995231628	0.220000019073486	0.9	0.9	0.9	1195.2549656	1195.8242895	0.996016442775726	-0.0467660836875439	viz.VizText(49)
40	120	-0.0900000056624412	0.00999999955296516	0.109999997317791	0.210000013709068	0.9	0.9	0.9	1203.5890145	1203.865117	-0.86589127779007	-0.394796222448349	viz.VizText(49)
40	121	-0.109999997317791	0.0399999993294477	0.190000022053719	0.339999983310699	0.9	0.9	0.9	1211.6361278	1212.2245915	0.996811926364899	-0.0701989009976387	viz.VizText(50)
40	122	-0.0800000035762787	0.0199999997764826	0.119999999403954	0.22000000834465	1.5	1.5	1.5	1221.7917626	1222.6201785	-0.799284219741821	-0.169202029705048	viz.VizText(49)
40	123	2.23517418115882e-10	0.04999999538064	0.100000003576279	0.150000000596046	0.3	0.3	0.3	1228.5894599	1232.0274499	-0.752221047878265	-0.0894173458218575	viz.VizText(49)
40	124	-0.0900000056624412	0.00999999955296516	0.109999997317791	0.210000013709068	1.5	1.5	1.5	1241.6062949	1242.0124047	-0.768329262733459	-0.340295135974884	viz.VizText(49)
40	125	-0.0800000035762787	0.0199999997764826	0.119999999403954	0.22000000834465	1.5	1.5	1.5	1251.5797842	1252.3117113	-0.78982150554657	-0.181851729750633	viz.VizText(50)
40	126	-0.00999999977648259	0.0399999970197678	0.0900000014901161	0.140000005960464	1.5	1.5	1.5	1261.8863772	1267.5145202	-0.771191000938416	-0.126712530851364	viz.VizText(50)
40	127	2.23517418115882e-10	0.04999999538064	0.100000003576279	0.150000000596046	1.5	1.5	1.5	1277.0910238	1278.1187651	0.997097253799438	-0.00484271580353379	viz.VizText(50)
40	128	-0.0700000056624413	0.0299999995529652	0.129999997317791	0.230000013709068	1.5	1.5	1.5	1287.6821356	1288.7073951	-0.771269381046295	0.0563071668148041	viz.VizText(50)
40	129	-0.119999999403954	0.0299999991059303	0.180000027418137	0.329999973773956	0.3	0.3	0.3	1294.6723259	1294.9818206	-0.767817556858063	-0.334107428789139	viz.VizText(49)
40	130	-0.0800000077486038	0.0199999993294477	0.119999995231628	0.220000019073486	0.3	0.3	0.3	1300.9471408	1301.5243853	0.99814635515213	0.0171547774225473	viz.VizText(50)
40	131	-0.0900000056624412	0.00999999955296516	0.109999997317791	0.210000013709068	1.5	1.5	1.5	1311.0826128	1311.5086337	-0.569066524505615	-0.7341428399086	viz.VizText(50)
40	132	0.0100000002235174	0.0599999970197678	0.110000001490116	0.160000005960464	0.3	0.3	0.3	1317.4720366	1318.7347983	0.986657977104187	-0.0297048315405846	viz.VizText(49)
40	133	-0.109999997317791	0.0399999993294477	0.190000022053719	0.339999983310699	0.3	0.3	0.3	1324.7131129	1328.4012372	0.973805785179138	-0.22007904946804	viz.VizText(49)
